time_of_day,steps,temperature,wind_speed,genre/mood,music
Night,16272,6.0,10.4,Jazz,Drivers License - Olivia Rodrigo
Night,14085,3.9,1.0,Jazz,Kesariya - Arijit Singh
Morning,4389,29.9,10.9,Hip-Hop,Levitating - Dua Lipa
Evening,10950,39.0,0.9,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,8642,13.3,15.3,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,18618,12.2,28.6,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Evening,18313,25.3,24.4,Rock,Drivers License - Olivia Rodrigo
Morning,3571,3.0,1.1,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,5879,29.4,11.6,Rock,Apna Bana Le - Arijit Singh
Afternoon,17894,1.4,9.2,Pop,Levitating - Dua Lipa
Morning,4430,38.3,8.5,Jazz,Tajdar-e-Haram - Atif Aslam
Night,14494,25.0,23.8,Pop,Shape of You - Ed Sheeran
Night,13750,1.7,20.8,Rock,Channa Mereya - Arijit Singh
Morning,12920,7.1,15.8,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,6692,12.1,18.9,Rock,Apna Bana Le - Arijit Singh
Afternoon,15939,20.4,23.6,Pop,Blinding Lights - The Weeknd
Evening,5024,10.2,21.2,Rock,Tum Hi Ho - Arijit Singh
Afternoon,3628,31.0,21.8,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,9752,36.3,12.2,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,11310,2.5,9.0,Jazz,Channa Mereya - Arijit Singh
Evening,18646,10.3,1.4,Chill,Tajdar-e-Haram - Atif Aslam
Morning,7978,21.3,8.2,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Night,8243,37.0,23.4,Pop,Kesariya - Arijit Singh
Morning,17598,2.3,12.1,Pop,Tum Hi Ho - Arijit Singh
Evening,2772,36.9,27.9,Rock,Tum Hi Ho - Arijit Singh
Evening,18328,15.3,24.6,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,13724,34.0,10.9,Classical,Apna Bana Le - Arijit Singh
Afternoon,11563,32.6,19.2,Hip-Hop,Tum Hi Ho - Arijit Singh
Afternoon,2665,6.8,3.3,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,12273,39.4,8.6,Jazz,Levitating - Dua Lipa
Night,17158,10.9,19.2,Jazz,Someone Like You - Adele
Morning,4002,37.0,29.3,Chill,Apna Bana Le - Arijit Singh
Morning,9890,1.2,4.7,Classical,Aadat - Jal Band
Evening,14957,8.6,26.1,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,10874,16.6,17.7,Pop,Drivers License - Olivia Rodrigo
Afternoon,15244,3.7,21.2,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,9972,32.0,7.2,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,17054,12.4,14.7,Hip-Hop,Kesariya - Arijit Singh
Evening,18687,13.1,21.5,Rock,Drivers License - Olivia Rodrigo
Afternoon,16840,6.2,20.5,Classical,Tajdar-e-Haram - Atif Aslam
Evening,5421,11.1,6.5,Classical,Kesariya - Arijit Singh
Evening,13044,12.0,9.4,Pop,Levitating - Dua Lipa
Evening,15419,35.0,24.7,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,16288,7.2,27.2,Chill,Tum Hi Ho - Arijit Singh
Evening,5638,20.6,21.1,Jazz,Levitating - Dua Lipa
Morning,4671,10.2,21.2,Jazz,Tajdar-e-Haram - Atif Aslam
Evening,9058,32.7,2.2,Hip-Hop,Drivers License - Olivia Rodrigo
Night,6562,2.8,20.8,Pop,Tum Hi Ho - Arijit Singh
Afternoon,16420,37.7,27.5,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,1857,7.9,10.4,Jazz,Levitating - Dua Lipa
Evening,4583,2.0,7.8,Rock,Aadat - Jal Band
Evening,16281,11.5,8.0,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,14972,15.4,7.7,Chill,Aadat - Jal Band
Night,14349,0.9,3.7,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,14952,10.2,3.8,Chill,Aadat - Jal Band
Afternoon,16540,17.9,0.4,Jazz,Tum Hi Ho - Arijit Singh
Evening,19101,4.4,13.8,Pop,Apna Bana Le - Arijit Singh
Morning,10113,18.6,23.8,Classical,Shape of You - Ed Sheeran
Night,19184,27.3,12.9,Pop,Kesariya - Arijit Singh
Evening,3353,37.8,0.3,Pop,Drivers License - Olivia Rodrigo
Afternoon,12241,6.9,5.0,Rock,Shape of You - Ed Sheeran
Morning,17417,39.9,0.4,Rock,Channa Mereya - Arijit Singh
Afternoon,1703,11.3,21.4,Chill,Blinding Lights - The Weeknd
Morning,16466,15.7,5.0,Jazz,Blinding Lights - The Weeknd
Night,16868,16.0,4.5,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,19697,16.4,10.3,Chill,Apna Bana Le - Arijit Singh
Night,11027,27.5,1.0,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,14243,21.5,9.4,Pop,Kesariya - Arijit Singh
Afternoon,12291,10.0,11.9,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Night,1646,21.2,2.5,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,3616,37.4,12.9,Rock,Kesariya - Arijit Singh
Afternoon,12344,12.3,10.4,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,11368,31.3,15.9,Pop,Someone Like You - Adele
Morning,14245,22.4,17.4,Rock,Blinding Lights - The Weeknd
Afternoon,18975,9.5,8.1,Jazz,Aadat - Jal Band
Night,9385,32.2,25.2,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,15886,20.9,19.4,Rock,Kesariya - Arijit Singh
Evening,14139,5.8,25.0,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,7184,25.3,7.6,Jazz,Tajdar-e-Haram - Atif Aslam
Afternoon,4889,37.4,5.0,Hip-Hop,Apna Bana Le - Arijit Singh
Morning,9965,18.1,9.7,Jazz,Levitating - Dua Lipa
Morning,9465,8.1,27.9,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,18281,37.7,26.8,Rock,Tum Hi Ho - Arijit Singh
Afternoon,10735,23.0,21.4,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,13778,38.4,21.6,Rock,Tajdar-e-Haram - Atif Aslam
Evening,3723,4.5,29.3,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Evening,6797,16.7,1.6,Pop,Kesariya - Arijit Singh
Morning,12850,6.5,21.3,Classical,Channa Mereya - Arijit Singh
Night,12053,16.0,4.0,Chill,Tera Ban Jaunga - Akhil Sachdeva
Night,11489,19.1,29.0,Jazz,Aadat - Jal Band
Morning,9331,3.2,8.0,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,8321,28.8,25.0,Rock,Someone Like You - Adele
Night,3197,23.4,9.7,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,18935,24.3,20.9,Classical,Blinding Lights - The Weeknd
Morning,15421,8.4,17.3,Pop,Drivers License - Olivia Rodrigo
Night,12662,26.3,13.1,Hip-Hop,Channa Mereya - Arijit Singh
Evening,9892,36.4,18.4,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,10443,36.0,10.1,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,19137,31.3,15.9,Pop,Kesariya - Arijit Singh
Night,11912,5.4,17.0,Classical,Someone Like You - Adele
Night,7269,25.1,7.0,Jazz,Apna Bana Le - Arijit Singh
Morning,8381,19.7,27.8,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,9360,38.0,6.5,Hip-Hop,Channa Mereya - Arijit Singh
Morning,12698,8.3,29.9,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,1179,11.8,21.6,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Night,10298,4.7,24.2,Jazz,Tum Hi Ho - Arijit Singh
Night,5193,34.6,1.4,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,8201,16.9,0.9,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,13457,4.2,25.5,Jazz,Tajdar-e-Haram - Atif Aslam
Morning,11358,13.4,5.3,Hip-Hop,Blinding Lights - The Weeknd
Evening,8798,3.0,10.7,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,16996,21.9,25.2,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,6812,2.0,18.8,Chill,Shape of You - Ed Sheeran
Morning,9010,19.5,19.4,Pop,Tum Hi Ho - Arijit Singh
Evening,1096,7.4,13.5,Classical,Channa Mereya - Arijit Singh
Morning,19542,29.7,0.0,Rock,Blinding Lights - The Weeknd
Night,9833,23.6,0.7,Chill,Tum Hi Ho - Arijit Singh
Evening,6886,15.5,5.2,Jazz,Drivers License - Olivia Rodrigo
Afternoon,8851,31.5,24.2,Pop,Blinding Lights - The Weeknd
Evening,7532,34.3,15.6,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,7126,16.6,29.6,Jazz,Kesariya - Arijit Singh
Afternoon,9765,1.8,14.2,Chill,Levitating - Dua Lipa
Evening,11464,9.4,11.1,Jazz,Aadat - Jal Band
Night,13165,28.7,29.4,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,13494,27.2,5.2,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,1336,15.4,8.5,Chill,Apna Bana Le - Arijit Singh
Night,19684,5.8,27.7,Jazz,Apna Bana Le - Arijit Singh
Evening,11026,35.3,19.3,Hip-Hop,Drivers License - Olivia Rodrigo
Morning,7823,0.0,19.5,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,11874,10.1,7.3,Classical,Tajdar-e-Haram - Atif Aslam
Night,3270,6.9,24.8,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,15045,35.1,12.5,Rock,Levitating - Dua Lipa
Night,9633,30.3,21.4,Pop,Aadat - Jal Band
Afternoon,19547,13.1,10.3,Classical,Channa Mereya - Arijit Singh
Night,15751,36.5,2.7,Rock,Shape of You - Ed Sheeran
Evening,6114,36.5,0.5,Rock,Blinding Lights - The Weeknd
Afternoon,8259,17.9,2.6,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,7940,4.1,27.0,Pop,Blinding Lights - The Weeknd
Morning,18973,30.0,4.3,Rock,Tum Hi Ho - Arijit Singh
Afternoon,4251,17.6,5.3,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,5805,10.4,29.7,Hip-Hop,Blinding Lights - The Weeknd
Morning,14901,12.7,24.7,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,7145,27.6,4.2,Rock,Apna Bana Le - Arijit Singh
Morning,6085,39.9,20.4,Classical,Apna Bana Le - Arijit Singh
Evening,15829,25.1,9.4,Jazz,Aadat - Jal Band
Afternoon,18370,5.5,10.2,Hip-Hop,Aadat - Jal Band
Morning,16746,15.3,8.2,Jazz,Shape of You - Ed Sheeran
Night,6528,15.3,18.7,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,11908,36.9,19.3,Hip-Hop,Channa Mereya - Arijit Singh
Night,17124,31.7,28.6,Chill,Apna Bana Le - Arijit Singh
Night,2101,37.3,3.1,Rock,Channa Mereya - Arijit Singh
Afternoon,9767,34.6,4.9,Jazz,Shape of You - Ed Sheeran
Afternoon,13187,11.2,14.0,Rock,Tum Hi Ho - Arijit Singh
Night,3396,11.9,7.0,Pop,Drivers License - Olivia Rodrigo
Evening,2793,13.7,16.0,Jazz,Blinding Lights - The Weeknd
Night,15238,33.5,29.3,Pop,Tajdar-e-Haram - Atif Aslam
Morning,11292,39.9,25.7,Chill,Aadat - Jal Band
Evening,4917,9.0,4.9,Chill,Apna Bana Le - Arijit Singh
Morning,19773,14.4,11.9,Classical,Someone Like You - Adele
Evening,10571,33.0,25.4,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,16695,31.4,14.1,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,12980,3.9,1.8,Jazz,Someone Like You - Adele
Evening,13367,33.8,22.7,Classical,Tum Hi Ho - Arijit Singh
Afternoon,6301,26.6,14.9,Jazz,Aadat - Jal Band
Evening,8067,36.2,13.5,Chill,Blinding Lights - The Weeknd
Afternoon,5185,25.3,8.1,Rock,Blinding Lights - The Weeknd
Evening,2034,1.2,2.7,Classical,Someone Like You - Adele
Morning,15873,30.1,24.1,Jazz,Tum Hi Ho - Arijit Singh
Evening,9042,2.2,19.7,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,5291,20.0,23.1,Jazz,Drivers License - Olivia Rodrigo
Afternoon,13050,24.9,20.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,6885,9.8,12.7,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,12986,14.9,13.1,Chill,Someone Like You - Adele
Morning,15712,3.1,7.3,Jazz,Tajdar-e-Haram - Atif Aslam
Evening,1963,23.2,21.1,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,10924,1.8,4.9,Chill,Someone Like You - Adele
Evening,1389,5.9,19.3,Hip-Hop,Drivers License - Olivia Rodrigo
Evening,14868,21.5,8.4,Pop,Channa Mereya - Arijit Singh
Evening,12553,4.6,28.2,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,7425,21.3,18.8,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,4871,0.2,23.3,Pop,Tajdar-e-Haram - Atif Aslam
Evening,6677,24.8,13.1,Rock,Tera Ban Jaunga - Akhil Sachdeva
Morning,12170,39.2,7.6,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,11087,16.9,17.2,Chill,Someone Like You - Adele
Evening,9807,10.2,29.6,Chill,Drivers License - Olivia Rodrigo
Night,7905,12.5,21.1,Chill,Aadat - Jal Band
Night,6166,29.9,24.0,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,4867,28.0,16.8,Rock,Aadat - Jal Band
Night,13990,37.8,21.5,Rock,Drivers License - Olivia Rodrigo
Evening,5812,0.5,4.9,Classical,Aadat - Jal Band
Afternoon,2801,13.7,22.7,Rock,Drivers License - Olivia Rodrigo
Evening,16627,21.0,16.7,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,4496,34.4,29.2,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Morning,3956,17.5,25.1,Hip-Hop,Blinding Lights - The Weeknd
Morning,18407,13.2,9.8,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Evening,1337,21.8,28.3,Classical,Apna Bana Le - Arijit Singh
Afternoon,7052,16.1,28.5,Classical,Kesariya - Arijit Singh
Morning,17093,26.4,5.2,Jazz,Shape of You - Ed Sheeran
Night,17289,6.2,17.2,Rock,Kesariya - Arijit Singh
Evening,7436,24.8,8.0,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,11857,5.7,13.9,Classical,Kesariya - Arijit Singh
Evening,5457,38.7,18.6,Hip-Hop,Aadat - Jal Band
Morning,7341,5.2,10.3,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,10542,32.6,28.3,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,14414,37.1,14.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,15638,12.1,4.3,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,13831,18.4,26.6,Rock,Tum Hi Ho - Arijit Singh
Night,5034,28.4,0.9,Chill,Tum Hi Ho - Arijit Singh
Afternoon,9741,2.1,29.8,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,5760,9.9,15.3,Jazz,Channa Mereya - Arijit Singh
Morning,3067,23.7,15.7,Jazz,Kesariya - Arijit Singh
Afternoon,13982,3.1,26.7,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,11681,28.8,18.5,Chill,Apna Bana Le - Arijit Singh
Evening,9028,36.1,19.9,Jazz,Someone Like You - Adele
Afternoon,12565,39.3,10.4,Jazz,Apna Bana Le - Arijit Singh
Night,6905,6.5,10.3,Jazz,Aadat - Jal Band
Night,6365,27.0,26.2,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,7566,20.4,27.9,Rock,Kesariya - Arijit Singh
Evening,6838,39.1,23.9,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,18915,4.7,23.4,Pop,Tum Hi Ho - Arijit Singh
Morning,7320,37.4,29.4,Chill,Someone Like You - Adele
Afternoon,11178,25.1,17.3,Pop,Drivers License - Olivia Rodrigo
Morning,4476,3.3,22.0,Classical,Levitating - Dua Lipa
Afternoon,2899,8.8,10.5,Jazz,Aadat - Jal Band
Morning,14758,32.4,10.3,Rock,Shape of You - Ed Sheeran
Morning,5041,7.3,11.7,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,4378,12.8,28.4,Chill,Kesariya - Arijit Singh
Evening,8640,16.2,8.1,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,19747,38.9,6.2,Classical,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,1479,3.0,21.6,Chill,Levitating - Dua Lipa
Evening,7550,38.7,8.8,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,5924,30.7,24.9,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,16249,4.8,4.0,Jazz,Levitating - Dua Lipa
Morning,8810,1.2,13.6,Hip-Hop,Apna Bana Le - Arijit Singh
Night,2516,14.3,21.7,Hip-Hop,Kesariya - Arijit Singh
Night,3145,4.1,10.2,Pop,Someone Like You - Adele
Evening,14092,28.7,17.3,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Morning,18740,30.5,27.9,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,17993,32.4,21.9,Rock,Apna Bana Le - Arijit Singh
Evening,10599,20.1,24.3,Chill,Kesariya - Arijit Singh
Evening,19381,24.0,17.8,Chill,Tum Hi Ho - Arijit Singh
Morning,7714,3.6,10.0,Pop,Aadat - Jal Band
Night,14160,16.0,28.9,Pop,Apna Bana Le - Arijit Singh
Afternoon,19327,24.4,29.0,Jazz,Kesariya - Arijit Singh
Night,12607,10.8,6.9,Rock,Tum Hi Ho - Arijit Singh
Morning,19516,20.4,6.9,Classical,Drivers License - Olivia Rodrigo
Morning,11562,16.7,2.0,Rock,Levitating - Dua Lipa
Afternoon,7915,31.7,23.4,Rock,Shape of You - Ed Sheeran
Morning,11924,1.6,22.1,Rock,Kesariya - Arijit Singh
Morning,2819,29.0,22.4,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,3474,29.4,20.2,Jazz,Shape of You - Ed Sheeran
Afternoon,8357,34.7,1.0,Classical,Drivers License - Olivia Rodrigo
Night,4489,8.7,18.4,Rock,Kesariya - Arijit Singh
Evening,4685,24.8,24.5,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,13117,13.4,22.1,Rock,Apna Bana Le - Arijit Singh
Morning,18977,18.3,20.6,Pop,Blinding Lights - The Weeknd
Morning,14942,29.4,28.4,Classical,Drivers License - Olivia Rodrigo
Morning,16214,12.9,7.3,Classical,Aadat - Jal Band
Afternoon,6458,17.5,14.2,Hip-Hop,Channa Mereya - Arijit Singh
Evening,2339,12.4,17.1,Hip-Hop,Channa Mereya - Arijit Singh
Morning,2231,31.0,11.5,Jazz,Levitating - Dua Lipa
Evening,17017,24.7,15.8,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,16807,7.3,0.2,Pop,Tum Hi Ho - Arijit Singh
Night,6798,5.5,27.6,Rock,Someone Like You - Adele
Night,11294,10.4,7.1,Rock,Aadat - Jal Band
Afternoon,17407,35.3,4.6,Classical,Channa Mereya - Arijit Singh
Morning,10447,36.7,26.7,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,3093,29.6,26.0,Rock,Tum Hi Ho - Arijit Singh
Night,2840,12.6,4.1,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,8290,39.4,17.2,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,9368,9.2,25.2,Rock,Someone Like You - Adele
Morning,5208,13.2,7.7,Pop,Channa Mereya - Arijit Singh
Afternoon,10747,3.2,0.7,Jazz,Someone Like You - Adele
Afternoon,6769,11.6,17.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,16100,6.0,9.7,Jazz,Someone Like You - Adele
Afternoon,6633,25.3,21.1,Chill,Aadat - Jal Band
Night,8253,10.0,22.2,Chill,Tajdar-e-Haram - Atif Aslam
Evening,4380,14.2,4.1,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,11470,21.3,13.0,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,13234,4.2,11.7,Hip-Hop,Blinding Lights - The Weeknd
Night,6596,26.5,5.6,Classical,Someone Like You - Adele
Night,17804,22.9,16.4,Jazz,Apna Bana Le - Arijit Singh
Evening,1652,33.1,28.8,Chill,Tum Hi Ho - Arijit Singh
Night,17730,9.2,19.4,Chill,Kesariya - Arijit Singh
Morning,15647,28.1,23.7,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,11526,10.7,24.2,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,8792,6.2,16.7,Rock,Channa Mereya - Arijit Singh
Night,16256,20.9,14.0,Classical,Aadat - Jal Band
Night,18814,19.2,12.6,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,1917,1.1,6.9,Rock,Someone Like You - Adele
Evening,18019,16.7,12.5,Chill,Apna Bana Le - Arijit Singh
Night,3976,34.3,14.1,Hip-Hop,Blinding Lights - The Weeknd
Evening,13191,25.3,27.3,Hip-Hop,Apna Bana Le - Arijit Singh
Night,1376,30.2,9.7,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,17921,7.7,14.4,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,19896,25.0,29.7,Classical,Aadat - Jal Band
Afternoon,17312,19.7,7.0,Pop,Blinding Lights - The Weeknd
Night,9899,1.7,24.1,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,16212,24.1,13.2,Classical,Aadat - Jal Band
Afternoon,11022,28.2,24.2,Hip-Hop,Kesariya - Arijit Singh
Afternoon,15884,32.6,8.8,Pop,Levitating - Dua Lipa
Night,5368,1.4,11.0,Rock,Drivers License - Olivia Rodrigo
Evening,5957,35.5,0.1,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,6071,36.9,10.6,Classical,Tera Ban Jaunga - Akhil Sachdeva
Morning,14683,11.4,17.0,Chill,Blinding Lights - The Weeknd
Night,11538,23.4,23.0,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Night,6503,5.1,16.4,Rock,Blinding Lights - The Weeknd
Night,4112,4.3,3.0,Pop,Blinding Lights - The Weeknd
Morning,8530,11.1,23.7,Jazz,Levitating - Dua Lipa
Morning,2308,22.3,5.6,Classical,Channa Mereya - Arijit Singh
Morning,3046,15.1,5.2,Classical,Tum Hi Ho - Arijit Singh
Morning,2290,35.8,0.8,Chill,Tum Hi Ho - Arijit Singh
Morning,6762,15.7,17.8,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,15662,22.1,26.2,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,18738,20.2,7.5,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,11307,25.2,9.1,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,13909,27.7,11.0,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,19449,21.3,1.6,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,3175,16.3,11.7,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,10426,4.5,10.2,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,15107,2.8,20.0,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,18470,37.7,16.4,Jazz,Channa Mereya - Arijit Singh
Morning,13146,32.7,25.9,Classical,Kesariya - Arijit Singh
Night,1282,8.8,14.7,Pop,Blinding Lights - The Weeknd
Evening,19408,36.6,26.6,Jazz,Levitating - Dua Lipa
Evening,19659,6.2,14.8,Rock,Tum Hi Ho - Arijit Singh
Night,5631,30.6,0.6,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Night,11174,5.5,10.8,Pop,Apna Bana Le - Arijit Singh
Morning,7109,35.2,3.8,Pop,Shape of You - Ed Sheeran
Evening,18976,32.1,5.6,Classical,Drivers License - Olivia Rodrigo
Afternoon,15872,39.0,7.8,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,11705,1.1,22.2,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,1054,23.8,25.1,Hip-Hop,Blinding Lights - The Weeknd
Morning,2558,29.4,25.4,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,15307,27.8,26.4,Chill,Drivers License - Olivia Rodrigo
Afternoon,7681,13.0,0.3,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,15975,9.6,22.3,Chill,Levitating - Dua Lipa
Night,14900,11.2,29.1,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,12057,20.3,13.0,Chill,Apna Bana Le - Arijit Singh
Afternoon,8534,4.3,17.9,Classical,Aadat - Jal Band
Morning,8726,1.9,1.3,Classical,Channa Mereya - Arijit Singh
Evening,2759,7.9,25.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,7740,27.1,6.0,Pop,Drivers License - Olivia Rodrigo
Night,14738,29.0,3.6,Hip-Hop,Someone Like You - Adele
Morning,12934,33.6,0.9,Jazz,Kesariya - Arijit Singh
Evening,6361,25.3,29.9,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Evening,14832,18.1,9.2,Hip-Hop,Shape of You - Ed Sheeran
Morning,10191,19.4,20.9,Rock,Tum Hi Ho - Arijit Singh
Morning,3230,4.2,5.8,Chill,Tum Hi Ho - Arijit Singh
Morning,17728,15.0,17.9,Rock,Tajdar-e-Haram - Atif Aslam
Morning,6323,8.4,21.2,Rock,Someone Like You - Adele
Night,12661,11.8,4.2,Hip-Hop,Blinding Lights - The Weeknd
Night,11733,22.4,20.0,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,11024,6.4,8.5,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,15725,24.9,5.0,Chill,Channa Mereya - Arijit Singh
Evening,17217,7.7,18.3,Rock,Aadat - Jal Band
Night,16620,37.9,8.4,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,19609,13.3,7.3,Classical,Levitating - Dua Lipa
Afternoon,14678,34.0,28.4,Pop,Kesariya - Arijit Singh
Morning,17719,9.5,4.4,Pop,Drivers License - Olivia Rodrigo
Night,4457,13.2,17.0,Jazz,Someone Like You - Adele
Afternoon,13425,32.8,24.6,Pop,Tajdar-e-Haram - Atif Aslam
Morning,18265,18.2,13.2,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,1923,4.9,3.0,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,19700,16.9,25.3,Rock,Apna Bana Le - Arijit Singh
Afternoon,5040,29.8,30.0,Chill,Tera Ban Jaunga - Akhil Sachdeva
Night,17736,12.0,26.9,Rock,Aadat - Jal Band
Morning,3658,17.7,10.0,Classical,Tajdar-e-Haram - Atif Aslam
